Model:	LI-7820
SN:	TG20-01037
Software Version:	2.4.27-rc1
Timestamp:	2025-07-23 09:47:22
Timezone:	US/Eastern
DATAH	SECONDS	NANOSECONDS	NDX	DIAG	REMARK	DATE	TIME	H2O	N2O	CAVITY_P	CAVITY_T	LASER_PHASE_P	LASER_T	RESIDUAL	RING_DOWN_TIME	THERMAL_ENCLOSURE_T	PHASE_ERROR	LASER_T_SHIFT	INPUT_VOLTAGE	CHK
DATA	1753278463	607464075	0	256	""	2025-07-23	09:47:43	nan	nan	101.974	22.9584	101.978	47.9175	0	0	22.9594	-16000	0	24.1667	 12
DATA	1753278463	607464075	0	256	""	2025-07-23	09:47:43	nan	nan	101.974	22.9587	101.977	47.9178	0	0	22.9594	-16000	0	24.1711	  7
DATA	1753278466	607338905	0	256	""	2025-07-23	09:47:46	nan	nan	101.974	22.9587	101.978	47.9184	0	0	22.9594	-16000	0	24.1711	 13
DATA	1753278466	607338905	0	256	""	2025-07-23	09:47:46	nan	nan	101.975	22.9587	101.978	47.9184	0	0	22.9594	-16000	0	24.1666	 23
DATA	1753278466	607338905	0	256	""	2025-07-23	09:47:46	nan	nan	101.974	22.9587	101.977	47.9191	0	0	22.9598	-16000	0	24.1711	 14
DATA	1753278469	607217073	0	256	""	2025-07-23	09:47:49	nan	nan	101.974	22.9587	101.978	47.9192	0	0	22.9601	-16000	0	24.1711	255
DATA	1753278469	607217073	0	256	""	2025-07-23	09:47:49	nan	nan	101.974	22.9587	101.978	47.9197	0	0	22.9601	-16000	0	24.1669	 16
DATA	1753278469	607217073	0	256	""	2025-07-23	09:47:49	nan	nan	101.974	22.9587	101.978	47.9199	0	0	22.9601	-16000	0	24.1708	 12
DATA	1753278472	607095956	0	256	""	2025-07-23	09:47:52	nan	nan	101.975	22.9587	101.978	47.9201	0	0	22.9601	-16000	0	24.1711	249
DATA	1753278472	607095956	0	256	""	2025-07-23	09:47:52	nan	nan	101.974	22.9587	101.978	47.9206	0	0	22.9607	-16000	0	24.1664	 10
DATA	1753278472	607095956	0	256	""	2025-07-23	09:47:52	nan	nan	101.974	22.9587	101.978	47.9206	0	0	22.9608	-16000	0	24.1707	  9
DATA	1753278475	606976032	0	256	""	2025-07-23	09:47:55	nan	nan	101.974	22.9587	101.978	47.9212	0	0	22.9608	-16000	0	24.1711	255
DATA	1753278475	606976032	0	256	""	2025-07-23	09:47:55	nan	nan	101.974	22.9587	101.977	47.9214	0	0	22.9608	-16000	0	24.1674	  8
DATA	1753278475	606976032	0	256	""	2025-07-23	09:47:55	nan	nan	101.974	22.9588	101.977	47.9217	0	0	22.9608	-16000	0	24.1711	  4
DATA	1753278478	606856107	0	256	""	2025-07-23	09:47:58	nan	nan	101.974	22.9592	101.978	47.9221	0	0	22.9608	-16000	0	24.1711	  1
DATA	1753278478	606856107	0	256	""	2025-07-23	09:47:58	nan	nan	101.973	22.9593	101.978	47.9221	0	0	22.9608	-16000	0	24.1674	  9
DATA	1753278478	606856107	0	256	""	2025-07-23	09:47:58	nan	nan	101.974	22.9593	101.977	47.9228	0	0	22.9611	-16000	0	24.1711	  2
DATA	1753278481	606734991	0	256	""	2025-07-23	09:48:01	nan	nan	101.974	22.9594	101.977	47.9228	0	0	22.9615	-16000	0	24.1711	252
DATA	1753278481	606734991	0	256	""	2025-07-23	09:48:01	nan	nan	101.974	22.9594	101.978	47.9231	0	0	22.9615	-16000	0	24.1669	  3
DATA	1753278481	606734991	0	256	""	2025-07-23	09:48:01	nan	nan	101.974	22.9594	101.977	47.9236	0	0	22.9615	-16000	0	24.1711	251
DATA	1753278484	606622934	0	256	""	2025-07-23	09:48:04	nan	nan	101.974	22.9594	101.978	47.9236	0	0	22.9615	-16000	0	24.1711	251
DATA	1753278484	606622934	0	256	""	2025-07-23	09:48:04	nan	nan	101.974	22.9594	101.978	47.9242	0	0	22.9615	-16000	0	24.0876	  3
DATA	1753278484	606622934	0	256	""	2025-07-23	09:48:04	nan	nan	101.974	22.9594	101.979	47.9243	0	0	22.9615	-16000	0	23.8445	  4
DATA	1753278487	606501102	0	256	""	2025-07-23	09:48:07	nan	nan	101.975	22.9613	101.978	47.9243	0	0	22.9641	-16000	0	23.8447	242
DATA	1753278487	606501102	0	256	""	2025-07-23	09:48:07	nan	nan	101.976	22.9663	101.979	47.9248	0	0	22.9724	-16000	0	23.8408	253
DATA	1753278487	606501102	0	256	""	2025-07-23	09:48:07	nan	nan	101.976	22.9752	101.98	47.925	0	0	22.986	-16000	0	23.8447	 97
DATA	1753278490	606379032	0	256	""	2025-07-23	09:48:10	nan	nan	101.975	22.9865	101.98	47.925	0	0	23.0022	-16000	0	23.8447	134
DATA	1753278490	606379032	0	256	""	2025-07-23	09:48:10	nan	nan	101.977	23.001	101.981	47.9254	0	0	23.0201	-16000	0	23.8411	153
DATA	1753278490	606379032	0	256	""	2025-07-23	09:48:10	nan	nan	101.976	23.0175	101.98	47.9258	0	0	23.0394	-16000	0	23.8447	189
DATA	1753278493	606259107	0	256	""	2025-07-23	09:48:13	nan	nan	101.977	23.0357	101.981	47.9258	0	0	23.0589	-16000	0	23.8447	253
DATA	1753278493	606259107	0	256	""	2025-07-23	09:48:13	nan	nan	101.976	23.0548	101.98	47.9264	0	0	23.0784	-16000	0	23.8409	197
DATA	1753278493	606259107	0	256	""	2025-07-23	09:48:13	nan	nan	101.977	23.0753	101.98	47.9265	0	0	23.0997	-16000	0	23.8449	207
DATA	1753278496	606137037	0	256	""	2025-07-23	09:48:16	nan	nan	101.976	23.0976	101.98	47.9265	0	0	23.1204	-16000	0	23.8452	192
DATA	1753278496	606137037	0	256	""	2025-07-23	09:48:16	nan	nan	101.976	23.1195	101.981	47.9271	0	0	23.141	-16000	0	23.8406	182
DATA	1753278496	606137037	0	256	""	2025-07-23	09:48:16	nan	nan	101.976	23.1417	101.981	47.9272	0	0	23.1616	-16000	0	23.845	187
DATA	1753278499	606015920	0	256	""	2025-07-23	09:48:19	nan	nan	101.977	23.1645	101.981	47.9275	0	0	23.1828	-16000	0	23.8455	254
DATA	1753278499	606015920	0	256	""	2025-07-23	09:48:19	nan	nan	101.977	23.1872	101.981	47.928	0	0	23.2038	-16000	0	23.8414	193
DATA	1753278499	606015920	0	256	""	2025-07-23	09:48:19	nan	nan	101.977	23.2099	101.981	47.928	0	0	23.225	-16000	0	23.8458	151
DATA	1753278502	605891942	0	256	""	2025-07-23	09:48:22	nan	nan	101.976	23.2333	101.982	47.9283	0	0	23.2468	-16000	0	23.8458	246
DATA	1753278502	605891942	0	256	""	2025-07-23	09:48:22	nan	nan	101.977	23.2565	101.981	47.9287	0	0	23.2689	-16000	0	23.8419	  3
DATA	1753278502	605891942	0	256	""	2025-07-23	09:48:22	nan	nan	101.977	23.2797	101.981	47.9287	0	0	23.2904	-16000	0	23.846	204
DATA	1753278505	605772972	0	256	""	2025-07-23	09:48:25	nan	nan	101.977	23.3029	101.982	47.9292	0	0	23.3125	-16000	0	23.846	193
DATA	1753278505	605772972	0	256	""	2025-07-23	09:48:25	nan	nan	101.977	23.3257	101.981	47.9294	0	0	23.3346	-16000	0	23.8417	252
DATA	1753278505	605772972	0	256	""	2025-07-23	09:48:25	nan	nan	101.976	23.3483	101.981	47.9297	0	0	23.3565	-16000	0	23.8456	  5
DATA	1753278508	605648994	0	256	""	2025-07-23	09:48:28	nan	nan	101.977	23.3706	101.981	47.9302	0	0	23.3782	-16000	0	23.8461	  0
DATA	1753278508	605648994	0	256	""	2025-07-23	09:48:28	nan	nan	101.976	23.3931	101.981	47.9302	0	0	23.4005	-16000	0	23.842	191
DATA	1753278508	605648994	0	256	""	2025-07-23	09:48:28	nan	nan	101.975	23.4155	101.982	47.9304	0	0	23.4228	-16000	0	23.8461	252
DATA	1753278511	605528116	0	256	""	2025-07-23	09:48:31	nan	nan	101.976	23.437	101.981	47.9309	0	0	23.4448	-16000	0	23.8463	185
DATA	1753278511	605528116	0	256	""	2025-07-23	09:48:31	nan	nan	101.977	23.4597	101.982	47.9309	0	0	23.4679	-16000	0	23.842	197
DATA	1753278511	605528116	0	256	""	2025-07-23	09:48:31	nan	nan	101.976	23.4814	101.981	47.9314	0	0	23.4903	-16000	0	23.8461	226
DATA	1753278514	605405092	0	256	""	2025-07-23	09:48:34	nan	nan	101.976	23.5028	101.981	47.9316	0	0	23.5125	-16000	0	23.8463	228
DATA	1753278514	605405092	0	256	""	2025-07-23	09:48:34	nan	nan	101.976	23.5238	101.982	47.9316	0	0	23.5345	-16000	0	23.8417	235
DATA	1753278514	605405092	0	256	""	2025-07-23	09:48:34	nan	nan	101.975	23.5451	101.981	47.9316	0	0	23.5571	-16000	0	23.8461	230
DATA	1753278517	605273962	0	256	""	2025-07-23	09:48:37	nan	nan	101.975	23.5657	101.981	47.9316	0	0	23.5795	-16000	0	23.8463	  7
DATA	1753278517	605273962	0	256	""	2025-07-23	09:48:37	nan	nan	101.975	23.5864	101.98	47.9316	0	0	23.6017	-16000	0	23.8422	197
DATA	1753278517	605273962	0	256	""	2025-07-23	09:48:37	nan	nan	101.976	23.6071	101.981	47.9316	0	0	23.6248	-16000	0	23.8461	247
DATA	1753278520	605150938	0	256	""	2025-07-23	09:48:40	nan	nan	101.975	23.6284	101.981	47.9316	0	0	23.6478	-16000	0	23.8463	244
DATA	1753278520	605150938	0	256	""	2025-07-23	09:48:40	nan	nan	101.975	23.6488	101.982	47.9316	0	0	23.6699	-16000	0	23.842	201
DATA	1753278520	605150938	0	256	""	2025-07-23	09:48:40	nan	nan	101.976	23.6692	101.981	47.9316	0	0	23.6924	-16000	0	23.846	193
DATA	1753278523	605027914	0	256	""	2025-07-23	09:48:43	nan	nan	101.976	23.6897	101.981	47.9316	0	0	23.7151	-16000	0	23.8456	249
DATA	1753278523	605027914	0	256	""	2025-07-23	09:48:43	nan	nan	101.975	23.7093	101.981	47.9316	0	0	23.7371	-16000	0	23.8411	232
DATA	1753278523	605027914	0	256	""	2025-07-23	09:48:43	nan	nan	101.976	23.729	101.981	47.9316	0	0	23.7593	-16000	0	23.8458	201
DATA	1753278526	604904890	0	256	""	2025-07-23	09:48:46	nan	nan	101.974	23.7484	101.981	47.9316	0	0	23.782	-16000	0	23.8461	203
DATA	1753278526	604904890	0	256	""	2025-07-23	09:48:46	nan	nan	101.975	23.7683	101.981	47.9316	0	0	23.8054	-16000	0	23.8424	252
DATA	1753278526	604904890	0	256	""	2025-07-23	09:48:46	nan	nan	101.974	23.787	101.981	47.9316	0	0	23.8273	-16000	0	23.846	156
DATA	1753278529	604783058	0	256	""	2025-07-23	09:48:49	nan	nan	101.973	23.8075	101.981	47.9317	0	0	23.8499	-16000	0	23.8463	 14
DATA	1753278529	604783058	0	256	""	2025-07-23	09:48:49	nan	nan	101.974	23.8267	101.98	47.9319	0	0	23.8725	-16000	0	23.8424	216
DATA	1753278529	604783058	0	256	""	2025-07-23	09:48:49	nan	nan	101.974	23.8455	101.982	47.9318	0	0	23.8942	-16000	0	23.8458	 16
DATA	1753278532	604660987	0	256	""	2025-07-23	09:48:52	nan	nan	101.974	23.8646	101.981	47.9321	0	0	23.9168	-16000	0	23.8463	  1
DATA	1753278532	604660987	0	256	""	2025-07-23	09:48:52	nan	nan	101.973	23.8836	101.981	47.9321	0	0	23.9393	-16000	0	23.8417	  0
DATA	1753278532	604660987	0	256	""	2025-07-23	09:48:52	nan	nan	101.973	23.9023	101.982	47.9322	0	0	23.9614	-16000	0	23.8461	242
DATA	1753278535	604536056	0	256	""	2025-07-23	09:48:55	nan	nan	101.973	23.9208	101.98	47.9322	0	0	23.9842	-16000	0	23.8463	197
DATA	1753278535	604536056	0	256	""	2025-07-23	09:48:55	nan	nan	101.973	23.9393	101.981	47.9322	0	0	24.0068	-16000	0	23.8419	244
DATA	1753278535	604536056	0	256	""	2025-07-23	09:48:55	nan	nan	101.972	23.9581	101.981	47.9322	0	0	24.0291	-16000	0	23.8461	237
DATA	1753278538	604413986	0	256	""	2025-07-23	09:48:58	nan	nan	101.973	23.9764	101.981	47.9323	0	0	24.0507	-16000	0	23.8463	  0
DATA	1753278538	604413986	0	256	""	2025-07-23	09:48:58	nan	nan	101.973	23.9952	101.98	47.9323	0	0	24.0732	-16000	0	23.8422	201
DATA	1753278538	604413986	0	256	""	2025-07-23	09:48:58	nan	nan	101.972	24.0135	101.981	47.9323	0	0	24.0954	-16000	0	23.846	194
DATA	1753278541	604290962	0	256	""	2025-07-23	09:49:01	nan	nan	101.972	24.0313	101.98	47.9319	0	0	24.1173	-16000	0	23.8463	173
DATA	1753278541	604290962	0	256	""	2025-07-23	09:49:01	nan	nan	101.972	24.0493	101.981	47.9322	0	0	24.1395	-16000	0	23.842	176
DATA	1753278541	604290962	0	256	""	2025-07-23	09:49:01	nan	nan	101.973	24.0675	101.981	47.9322	0	0	24.1627	-16000	0	23.8463	232
DATA	1753278544	604166984	0	256	""	2025-07-23	09:49:04	nan	nan	101.972	24.0854	101.981	47.9324	0	0	24.185	-16000	0	23.8463	194
DATA	1753278544	604166984	0	256	""	2025-07-23	09:49:04	nan	nan	101.972	24.1028	101.981	47.9324	0	0	24.2065	-16000	0	23.8422	230
DATA	1753278544	604166984	0	256	""	2025-07-23	09:49:04	nan	nan	101.971	24.1207	101.981	47.9323	0	0	24.2289	-16000	0	23.8463	240
DATA	1753278547	604044914	0	256	""	2025-07-23	09:49:07	nan	nan	101.972	24.1386	101.981	47.9324	0	0	24.2509	-16000	0	23.8463	239
DATA	1753278547	604044914	0	256	""	2025-07-23	09:49:07	nan	nan	101.971	24.1565	101.98	47.9324	0	0	24.2723	-16000	0	23.842	131
DATA	1753278547	604044914	0	256	""	2025-07-23	09:49:07	nan	nan	101.971	24.1743	101.982	47.9324	0	0	24.2947	-16000	0	23.8463	242
DATA	1753278550	603919029	0	256	""	2025-07-23	09:49:10	nan	nan	101.971	24.1921	101.981	47.9324	0	0	24.3168	-16000	0	23.8463	230
DATA	1753278550	603919029	0	256	""	2025-07-23	09:49:10	nan	nan	101.97	24.2092	101.982	47.9324	0	0	24.3389	-16000	0	23.8417	186
DATA	1753278550	603919029	0	256	""	2025-07-23	09:49:10	nan	nan	101.97	24.2267	101.981	47.9324	0	0	24.3611	-16000	0	23.8463	178
DATA	1753278553	603795051	0	256	""	2025-07-23	09:49:13	nan	nan	101.971	24.244	101.981	47.9324	0	0	24.3832	-16000	0	23.8463	180
DATA	1753278553	603795051	0	256	""	2025-07-23	09:49:13	nan	nan	101.97	24.2616	101.981	47.9324	0	0	24.4053	-16000	0	23.8422	175
DATA	1753278553	603795051	0	256	""	2025-07-23	09:49:13	nan	nan	101.97	24.2786	101.982	47.9324	0	0	24.4264	-16000	0	23.8463	193
DATA	1753278556	603674888	0	256	""	2025-07-23	09:49:16	nan	nan	101.97	24.296	101.981	47.9324	0	0	24.4485	-16000	0	23.8463	163
DATA	1753278556	603674888	0	256	""	2025-07-23	09:49:16	nan	nan	101.97	24.3134	101.981	47.9324	0	0	24.4704	-16000	0	23.8422	194
DATA	1753278556	603674888	0	256	""	2025-07-23	09:49:16	nan	nan	101.97	24.3306	101.982	47.9324	0	0	24.4919	-16000	0	23.846	158
DATA	1753278559	603548049	0	256	""	2025-07-23	09:49:19	nan	nan	101.97	24.3481	101.982	47.9324	0	0	24.5148	-16000	0	23.8466	206
DATA	1753278559	603548049	0	256	""	2025-07-23	09:49:19	nan	nan	101.97	24.3655	101.982	47.9324	0	0	24.5366	-16000	0	23.8425	206
DATA	1753278559	603548049	0	256	""	2025-07-23	09:49:19	nan	nan	101.969	24.3827	101.982	47.9324	0	0	24.5585	-16000	0	23.8463	 12
DATA	1753278562	603423118	0	256	""	2025-07-23	09:49:22	nan	nan	101.969	24.3993	101.982	47.9324	0	0	24.5797	-16000	0	23.8466	  1
DATA	1753278562	603423118	0	256	""	2025-07-23	09:49:22	nan	nan	101.968	24.4165	101.981	47.9324	0	0	24.6015	-16000	0	23.8425	226
DATA	1753278562	603423118	0	256	""	2025-07-23	09:49:22	nan	nan	101.968	24.4335	101.982	47.9324	0	0	24.6233	-16000	0	23.8467	234
DATA	1753278565	603303909	0	256	""	2025-07-23	09:49:25	nan	nan	101.967	24.4502	101.982	47.9324	0	0	24.6444	-16000	0	23.8469	246
DATA	1753278565	603303909	0	256	""	2025-07-23	09:49:25	nan	nan	101.967	24.4674	101.982	47.9324	0	0	24.6664	-16000	0	23.8427	254
DATA	1753278565	603303909	0	256	""	2025-07-23	09:49:25	nan	nan	101.968	24.4843	101.981	47.9324	0	0	24.6888	-16000	0	23.8466	  7
DATA	1753278568	603174924	0	256	""	2025-07-23	09:49:28	nan	nan	101.967	24.5013	101.982	47.9324	0	0	24.7099	-16000	0	23.8474	  0
DATA	1753278568	603174924	0	256	""	2025-07-23	09:49:28	nan	nan	101.967	24.5188	101.981	47.9324	0	0	24.7317	-16000	0	23.8428	  4
DATA	1753278568	603174924	0	256	""	2025-07-23	09:49:28	nan	nan	101.967	24.5357	101.981	47.9324	0	0	24.7532	-16000	0	23.8466	  3
DATA	1753278571	603053092	0	256	""	2025-07-23	09:49:31	nan	nan	101.966	24.5526	101.981	47.9324	0	0	24.7749	-16000	0	23.8463	243
DATA	1753278571	603053092	0	256	""	2025-07-23	09:49:31	nan	nan	101.966	24.5692	101.98	47.9324	0	0	24.796	-16000	0	23.8424	142
DATA	1753278571	603053092	0	256	""	2025-07-23	09:49:31	nan	nan	101.966	24.5861	101.982	47.9324	0	0	24.8177	-16000	0	23.8467	246
DATA	1753278574	602926969	0	256	""	2025-07-23	09:49:34	nan	nan	101.965	24.603	101.981	47.9324	0	0	24.8392	-16000	0	23.8467	211
DATA	1753278574	602926969	0	256	""	2025-07-23	09:49:34	nan	nan	101.965	24.6194	101.981	47.9324	0	0	24.8609	-16000	0	23.8427	 11
DATA	1753278574	602926969	0	256	""	2025-07-23	09:49:34	nan	nan	101.965	24.6363	101.981	47.9324	0	0	24.8826	-16000	0	23.8472	 10
DATA	1753278577	602802038	0	256	""	2025-07-23	09:49:37	nan	nan	101.964	24.6534	101.98	47.9324	0	0	24.9043	-16000	0	23.8466	197
DATA	1753278577	602802038	0	256	""	2025-07-23	09:49:37	nan	nan	101.965	24.6703	101.981	47.9324	0	0	24.9253	-16000	0	23.8428	246
DATA	1753278577	602802038	0	256	""	2025-07-23	09:49:37	nan	nan	101.963	24.6873	101.981	47.9324	0	0	24.9465	-16000	0	23.8467	  4
DATA	1753278580	602675914	0	256	""	2025-07-23	09:49:40	nan	nan	101.963	24.7041	101.98	47.9324	0	0	24.968	-16000	0	23.8467	149
DATA	1753278580	602675914	0	256	""	2025-07-23	09:49:40	nan	nan	101.963	24.7211	101.98	47.9324	0	0	24.9895	-16000	0	23.8425	198
DATA	1753278580	602675914	0	256	""	2025-07-23	09:49:40	nan	nan	101.962	24.7375	101.981	47.9324	0	0	25.0102	-16000	0	23.8464	233
DATA	1753278583	602552890	0	256	""	2025-07-23	09:49:43	nan	nan	101.962	24.7545	101.98	47.9324	0	0	25.0325	-16000	0	23.8469	198
DATA	1753278583	602552890	0	256	""	2025-07-23	09:49:43	nan	nan	101.962	24.7712	101.98	47.9324	0	0	25.054	-16000	0	23.8425	137
DATA	1753278583	602552890	0	256	""	2025-07-23	09:49:43	nan	nan	101.962	24.7876	101.981	47.9324	0	0	25.0748	-16000	0	23.8472	  1
DATA	1753278586	602428913	0	256	""	2025-07-23	09:49:46	nan	nan	101.962	24.8045	101.981	47.9324	0	0	25.0961	-16000	0	23.8471	246
DATA	1753278586	602428913	0	256	""	2025-07-23	09:49:46	nan	nan	101.962	24.8214	101.98	47.9324	0	0	25.1175	-16000	0	23.8433	191
DATA	1753278586	602428913	0	256	""	2025-07-23	09:49:46	nan	nan	101.961	24.838	101.981	47.9324	0	0	25.1383	-16000	0	23.8474	201
DATA	1753278589	602303028	0	256	""	2025-07-23	09:49:49	nan	nan	101.961	24.8552	101.98	47.9324	0	0	25.1596	-16000	0	23.8475	203
DATA	1753278589	602303028	0	256	""	2025-07-23	09:49:49	nan	nan	101.961	24.8722	101.98	47.9324	0	0	25.1807	-16000	0	23.843	140
DATA	1753278589	602303028	0	256	""	2025-07-23	09:49:49	nan	nan	101.96	24.8892	101.979	47.9324	0	0	25.2028	-16000	0	23.8472	205
DATA	1753278592	602178096	0	256	""	2025-07-23	09:49:52	nan	nan	101.959	24.9056	101.98	47.9324	0	0	25.2233	-16000	0	23.8477	204
DATA	1753278592	602178096	0	256	""	2025-07-23	09:49:52	nan	nan	101.959	24.9223	101.979	47.9324	0	0	25.2447	-16000	0	23.8433	255
DATA	1753278592	602178096	0	256	""	2025-07-23	09:49:52	nan	nan	101.959	24.9392	101.98	47.9324	0	0	25.266	-16000	0	23.8471	157
DATA	1753278595	602051019	0	256	""	2025-07-23	09:49:55	nan	nan	101.959	24.9557	101.979	47.9324	0	0	25.2866	-16000	0	23.8475	 11
DATA	1753278595	602051019	0	256	""	2025-07-23	09:49:55	nan	nan	101.959	24.9724	101.98	47.9324	0	0	25.3074	-16000	0	23.8431	191
DATA	1753278595	602051019	0	256	""	2025-07-23	09:49:55	nan	nan	101.959	24.9892	101.98	47.9324	0	0	25.3286	-16000	0	23.8472	207
DATA	1753278598	601927042	0	256	""	2025-07-23	09:49:58	nan	nan	101.958	25.0059	101.98	47.9324	0	0	25.3499	-16000	0	23.8474	214
DATA	1753278598	601927042	0	256	""	2025-07-23	09:49:58	nan	nan	101.958	25.0226	101.98	47.9324	0	0	25.3705	-16000	0	23.8427	198
DATA	1753278598	601927042	0	256	""	2025-07-23	09:49:58	nan	nan	101.957	25.04	101.98	47.9324	0	0	25.392	-16000	0	23.8474	 48
DATA	1753278601	601803064	0	256	""	2025-07-23	09:50:01	nan	nan	101.956	25.0568	101.979	47.9324	0	0	25.4132	-16000	0	23.8472	218
DATA	1753278601	601803064	0	256	""	2025-07-23	09:50:01	nan	nan	101.955	25.0729	101.979	47.9324	0	0	25.4335	-16000	0	23.8436	221
DATA	1753278601	601803064	0	256	""	2025-07-23	09:50:01	nan	nan	101.955	25.0899	101.979	47.9324	0	0	25.4544	-16000	0	23.8474	233
DATA	1753278604	601680040	0	256	""	2025-07-23	09:50:04	nan	nan	101.955	25.1066	101.979	47.9324	0	0	25.4755	-16000	0	23.8478	231
DATA	1753278604	601680040	0	256	""	2025-07-23	09:50:04	nan	nan	101.954	25.1232	101.978	47.9324	0	0	25.4963	-16000	0	23.8436	219
DATA	1753278604	601680040	0	256	""	2025-07-23	09:50:04	nan	nan	101.954	25.1395	101.978	47.9324	0	0	25.5169	-16000	0	23.8475	231
DATA	1753278607	601550102	0	256	""	2025-07-23	09:50:07	nan	nan	101.954	25.1564	101.978	47.9324	0	0	25.5381	-16000	0	23.8478	229
DATA	1753278607	601550102	0	256	""	2025-07-23	09:50:07	nan	nan	101.954	25.1734	101.977	47.9324	0	0	25.5596	-16000	0	23.8433	226
DATA	1753278607	601550102	0	256	""	2025-07-23	09:50:07	nan	nan	101.953	25.1896	101.978	47.9324	0	0	25.5798	-16000	0	23.8474	244
DATA	1753278610	601425886	0	256	""	2025-07-23	09:50:10	nan	nan	101.952	25.2072	101.978	47.9324	0	0	25.6009	-16000	0	23.8477	227
DATA	1753278610	601425886	0	256	""	2025-07-23	09:50:10	nan	nan	101.952	25.2238	101.978	47.9324	0	0	25.6218	-16000	0	23.8436	228
DATA	1753278610	601425886	0	256	""	2025-07-23	09:50:10	nan	nan	101.952	25.2405	101.978	47.9324	0	0	25.6422	-16000	0	23.8475	224
