"plot","treatment","timepoint","replicate","date","day","cmin_rate_ug_co2c_hr_g","method","flag"
7,"control",1,"B",2025-06-10,7,0.85897422782152,"LGR",NA
8,"compost",1,"B",2025-06-10,7,0.695658499763897,"LGR",NA
8,"compost",1,"B",2025-06-10,7,0.711580878602543,"LGR",NA
9,"compost",1,"B",2025-06-10,7,0.914069876642114,"LGR",NA
9,"compost",1,"B",2025-06-10,7,0.983238617288272,"LGR",NA
10,"control",1,"B",2025-06-10,7,0.690462924876647,"LGR",NA
10,"control",1,"B",2025-06-10,7,0.749206400374208,"LGR",NA
11,"slurry",1,"B",2025-06-10,7,0.920819764778798,"LGR",NA
11,"slurry",1,"B",2025-06-10,7,0.999618920428216,"LGR",NA
12,"slurry",1,"B",2025-06-10,7,0.889665416598236,"LGR",NA
12,"slurry",1,"B",2025-06-10,7,0.756678933427327,"LGR",NA
13,"slurry",1,"B",2025-06-10,7,1.12622128766978,"LGR",NA
13,"slurry",1,"B",2025-06-10,7,1.05297807343834,"LGR",NA
14,"compost",1,"B",2025-06-10,7,0.722203249583643,"LGR",NA
14,"compost",1,"B",2025-06-10,7,0.674005589763955,"LGR",NA
15,"control",1,"B",2025-06-10,7,0.719416629321167,"LGR",NA
15,"control",1,"B",2025-06-10,7,0.801271116750714,"LGR",NA
1,"slurry",1,"B",2025-06-17,14,1.13338872880547,"LGR",NA
1,"slurry",1,"B",2025-06-17,14,1.03463465082307,"LGR",NA
2,"control",1,"B",2025-06-17,14,0.88794445351468,"LGR",NA
2,"control",1,"B",2025-06-17,14,0.754583106982256,"LGR",NA
3,"compost",1,"B",2025-06-17,14,0.719336989667687,"LGR",NA
3,"compost",1,"B",2025-06-17,14,0.685220319045304,"LGR",NA
4,"compost",1,"B",2025-06-17,14,0.994493625702706,"LGR",NA
4,"compost",1,"B",2025-06-17,14,1.26016176358756,"LGR",NA
5,"control",1,"B",2025-06-17,14,0.744170823196595,"LGR",NA
5,"control",1,"B",2025-06-17,14,0.706996886059471,"LGR",NA
6,"slurry",1,"B",2025-06-17,14,0.665717037516593,"LGR",NA
6,"slurry",1,"B",2025-06-17,14,0.842605347194728,"LGR",NA
7,"control",1,"B",2025-06-17,14,0.921039255001399,"LGR",NA
7,"control",1,"B",2025-06-17,14,0.841729535931172,"LGR",NA
8,"compost",1,"B",2025-06-17,14,0.717777757182883,"LGR",NA
8,"compost",1,"B",2025-06-17,14,0.746367626998147,"LGR",NA
9,"compost",1,"B",2025-06-17,14,0.800766583454464,"LGR",NA
9,"compost",1,"B",2025-06-17,14,1.18114999876906,"LGR",NA
10,"control",1,"B",2025-06-17,14,0.662001475446908,"LGR",NA
10,"control",1,"B",2025-06-17,14,0.801544002588915,"LGR",NA
11,"slurry",1,"B",2025-06-17,14,0.83260999120886,"LGR",NA
11,"slurry",1,"B",2025-06-17,14,0.917911659895105,"LGR",NA
12,"slurry",1,"B",2025-06-17,14,0.86489331218346,"LGR",NA
12,"slurry",1,"B",2025-06-17,14,0.837028566375769,"LGR",NA
13,"slurry",1,"B",2025-06-17,14,1.08566499202737,"LGR",NA
13,"slurry",1,"B",2025-06-17,14,1.01811042791501,"LGR",NA
14,"compost",1,"B",2025-06-17,14,0.623868735331449,"LGR",NA
14,"compost",1,"B",2025-06-17,14,0.669982377042008,"LGR",NA
15,"control",1,"B",2025-06-17,14,0.793264872541536,"LGR",NA
15,"control",1,"B",2025-06-17,14,0.75718993257345,"LGR",NA
1,"slurry",1,"B",2025-06-23,20,0.533978770417932,"LGR",NA
1,"slurry",1,"B",2025-06-23,20,0.722509953717423,"LGR",NA
2,"control",1,"B",2025-06-23,20,0.725193316706697,"LGR",NA
2,"control",1,"B",2025-06-23,20,0.62861869218673,"LGR",NA
3,"compost",1,"B",2025-06-23,20,0.361111268733047,"LGR",NA
3,"compost",1,"B",2025-06-23,20,0.483309949869168,"LGR",NA
4,"compost",1,"B",2025-06-23,20,0.713155088282588,"LGR",NA
4,"compost",1,"B",2025-06-23,20,0.720276878068745,"LGR",NA
5,"control",1,"B",2025-06-23,20,0.531695404209787,"LGR",NA
5,"control",1,"B",2025-06-23,20,0.577596806197881,"LGR",NA
6,"slurry",1,"B",2025-06-23,20,0.552637830040539,"LGR",NA
6,"slurry",1,"B",2025-06-23,20,0.636767596563607,"LGR",NA
7,"control",1,"B",2025-06-23,20,0.645529948005704,"LGR",NA
7,"control",1,"B",2025-06-23,20,0.694649914356071,"LGR",NA
8,"compost",1,"B",2025-06-23,20,0.591649844810278,"LGR",NA
8,"compost",1,"B",2025-06-23,20,0.545311192662807,"LGR",NA
9,"compost",1,"B",2025-06-23,20,0.665772001805096,"LGR",NA
9,"compost",1,"B",2025-06-23,20,0.716169627024538,"LGR",NA
10,"control",1,"B",2025-06-23,20,0.328081012520339,"LGR",NA
10,"control",1,"B",2025-06-23,20,0.590364361934713,"LGR",NA
11,"slurry",1,"B",2025-06-23,20,0.697749687310794,"LGR",NA
11,"slurry",1,"B",2025-06-23,20,0.626753968023027,"LGR",NA
12,"slurry",1,"B",2025-06-23,20,0.658954652262576,"LGR",NA
12,"slurry",1,"B",2025-06-23,20,0.567312927261871,"LGR",NA
13,"slurry",1,"B",2025-06-23,20,0.774423121505235,"LGR",NA
13,"slurry",1,"B",2025-06-23,20,0.577652691277738,"LGR",NA
14,"compost",1,"B",2025-06-23,20,0.448390384269452,"LGR",NA
14,"compost",1,"B",2025-06-23,20,0.274327021206458,"LGR",NA
15,"control",1,"B",2025-06-23,20,0.630131963934576,"LGR",NA
15,"control",1,"B",2025-06-23,20,0.313821382273908,"LGR",NA
1,"slurry",1,"B",2025-07-01,28,0.548548711260006,"LGR",NA
1,"slurry",1,"B",2025-07-01,28,0.55477235686376,"LGR",NA
2,"control",1,"B",2025-07-01,28,0.578623162762175,"LGR",NA
2,"control",1,"B",2025-07-01,28,0.474561385571396,"LGR",NA
3,"compost",1,"B",2025-07-01,28,0.450677408439089,"LGR",NA
3,"compost",1,"B",2025-07-01,28,0.45385564831412,"LGR",NA
4,"compost",1,"B",2025-07-01,28,0.603711864873358,"LGR",NA
4,"compost",1,"B",2025-07-01,28,0.587612655204211,"LGR",NA
5,"control",1,"B",2025-07-01,28,0.351848955978112,"LGR",NA
5,"control",1,"B",2025-07-01,28,0.482472722909199,"LGR",NA
6,"slurry",1,"B",2025-07-01,28,0.420619788769396,"LGR",NA
6,"slurry",1,"B",2025-07-01,28,0.440196653973117,"LGR",NA
7,"control",1,"B",2025-07-01,28,0.509186540439815,"LGR",NA
7,"control",1,"B",2025-07-01,28,0.469041909451318,"LGR",NA
8,"compost",1,"B",2025-07-01,28,0.417428931473763,"LGR",NA
8,"compost",1,"B",2025-07-01,28,0.430635878615103,"LGR",NA
9,"compost",1,"B",2025-07-01,28,0.484803883632798,"LGR",NA
9,"compost",1,"B",2025-07-01,28,0.625862172355185,"LGR",NA
10,"control",1,"B",2025-07-01,28,0.434075179756974,"LGR",NA
10,"control",1,"B",2025-07-01,28,0.483343993053147,"LGR",NA
11,"slurry",1,"B",2025-07-01,28,0.488117933670877,"LGR",NA
11,"slurry",1,"B",2025-07-01,28,0.617259210126275,"LGR",NA
12,"slurry",1,"B",2025-07-01,28,0.536194630553635,"LGR",NA
12,"slurry",1,"B",2025-07-01,28,0.446217022259342,"LGR",NA
13,"slurry",1,"B",2025-07-01,28,0.60766893898534,"LGR",NA
13,"slurry",1,"B",2025-07-01,28,0.340714944653101,"LGR",NA
14,"compost",1,"B",2025-07-01,28,0.430985511474079,"LGR",NA
14,"compost",1,"B",2025-07-01,28,0.327292628402786,"LGR",NA
15,"control",1,"B",2025-07-01,28,0.444880149855017,"LGR",NA
15,"control",1,"B",2025-07-01,28,0.462428280946339,"LGR",NA
14,"compost",2,"B",2025-08-04,0,1.34452895008327,"IRGA",NA
15,"control",2,"B",2025-08-04,0,2.0588526116211,"IRGA",NA
13,"slurry",2,"A",2025-08-04,0,1.79184093267622,"IRGA",NA
11,"slurry",2,"A",2025-08-04,0,2.46351321932932,"IRGA",NA
15,"control",2,"B",2025-08-04,0,2.00432353128624,"IRGA",NA
12,"slurry",2,"B",2025-08-04,0,1.82748133760015,"IRGA",NA
10,"control",2,"B",2025-08-04,0,2.11298521859026,"IRGA",NA
5,"control",2,"B",2025-08-04,0,1.40795501229798,"IRGA",NA
8,"compost",2,"A",2025-08-04,0,1.51846391487626,"IRGA",NA
8,"compost",2,"A",2025-08-04,0,1.75758899094195,"IRGA",NA
5,"control",2,"A",2025-08-04,0,1.55309536660377,"IRGA",NA
2,"control",2,"B",2025-08-04,0,1.4696026066766,"IRGA",NA
5,"control",2,"B",2025-08-04,0,1.50631183141119,"IRGA",NA
1,"slurry",2,"A",2025-08-04,0,1.9960858300701,"IRGA",NA
2,"control",2,"A",2025-08-04,0,1.48739706027091,"IRGA",NA
14,"compost",2,"B",2025-08-04,0,1.40045878868657,"IRGA",NA
13,"slurry",2,"A",2025-08-04,0,2.0983190950848,"IRGA",NA
9,"compost",2,"B",2025-08-04,0,1.52290940664908,"IRGA",NA
14,"compost",2,"A",2025-08-04,0,1.26586399884647,"IRGA",NA
15,"control",2,"A",2025-08-04,0,2.17938248387975,"IRGA",NA
9,"compost",2,"A",2025-08-04,0,1.46947059476083,"IRGA",NA
7,"control",2,"A",2025-08-04,0,1.71884567547494,"IRGA",NA
7,"control",2,"B",2025-08-04,0,1.43039229415682,"IRGA",NA
10,"control",2,"A",2025-08-04,0,2.65282447502738,"IRGA",NA
6,"slurry",2,"A",2025-08-04,0,1.11518513986141,"IRGA",NA
9,"compost",2,"B",2025-08-04,0,1.07776771056036,"IRGA",NA
1,"slurry",2,"A",2025-08-04,0,1.76472635572416,"IRGA",NA
3,"compost",2,"B",2025-08-04,0,0.776112869910682,"IRGA",NA
1,"slurry",2,"B",2025-08-04,0,1.63839308603931,"IRGA",NA
3,"compost",2,"A",2025-08-04,0,1.43491282617759,"IRGA",NA
14,"compost",2,"B",2025-08-07,3,0.987780767416024,"IRGA",NA
15,"control",2,"B",2025-08-07,3,1.34439425274322,"IRGA",NA
13,"slurry",2,"A",2025-08-07,3,1.17404266030269,"IRGA",NA
11,"slurry",2,"A",2025-08-07,3,1.70707385498583,"IRGA",NA
15,"control",2,"B",2025-08-07,3,0.90528124252987,"IRGA",NA
12,"slurry",2,"B",2025-08-07,3,1.58327556844615,"IRGA",NA
10,"control",2,"B",2025-08-07,3,1.43993104030168,"IRGA",NA
5,"control",2,"B",2025-08-07,3,0.656430767777649,"IRGA",NA
8,"compost",2,"A",2025-08-07,3,1.08782893026499,"IRGA",NA
8,"compost",2,"A",2025-08-07,3,1.13725424567417,"IRGA",NA
5,"control",2,"A",2025-08-07,3,1.18652365895881,"IRGA",NA
2,"control",2,"B",2025-08-07,3,1.14599453055383,"IRGA",NA
5,"control",2,"B",2025-08-07,3,1.10766019582273,"IRGA",NA
1,"slurry",2,"A",2025-08-07,3,1.40431169473013,"IRGA",NA
2,"control",2,"A",2025-08-07,3,0.138698551343451,"IRGA",NA
14,"compost",2,"B",2025-08-07,3,0.893842031064109,"IRGA",NA
13,"slurry",2,"A",2025-08-07,3,1.18108606776819,"IRGA",NA
9,"compost",2,"B",2025-08-07,3,1.04436571990219,"IRGA",NA
14,"compost",2,"A",2025-08-07,3,0.956287402093641,"IRGA",NA
15,"control",2,"A",2025-08-07,3,1.44835658741584,"IRGA",NA
9,"compost",2,"A",2025-08-07,3,1.19002361473337,"IRGA",NA
7,"control",2,"A",2025-08-07,3,1.16586201218625,"IRGA",NA
7,"control",2,"B",2025-08-07,3,1.13619802468287,"IRGA",NA
10,"control",2,"A",2025-08-07,3,1.20660765736787,"IRGA",NA
6,"slurry",2,"A",2025-08-07,3,0.885177386862476,"IRGA",NA
9,"compost",2,"B",2025-08-07,3,1.12207878159151,"IRGA",NA
1,"slurry",2,"A",2025-08-07,3,1.26909745240051,"IRGA",NA
3,"compost",2,"B",2025-08-07,3,0.683449351363249,"IRGA",NA
1,"slurry",2,"B",2025-08-07,3,1.16891483219617,"IRGA",NA
3,"compost",2,"A",2025-08-07,3,1.09563561259384,"IRGA",NA
14,"compost",2,"B",2025-08-10,6,0.68809639073389,"IRGA",NA
15,"control",2,"B",2025-08-10,6,1.01529258898216,"IRGA",NA
13,"slurry",2,"A",2025-08-10,6,1.63947818480405,"IRGA",NA
11,"slurry",2,"A",2025-08-10,6,1.53626290879767,"IRGA",NA
15,"control",2,"B",2025-08-10,6,1.0009112398279,"IRGA",NA
12,"slurry",2,"B",2025-08-10,6,1.24968079430841,"IRGA",NA
10,"control",2,"B",2025-08-10,6,1.18376421177716,"IRGA",NA
5,"control",2,"B",2025-08-10,6,0.788949432913316,"IRGA",NA
8,"compost",2,"A",2025-08-10,6,0.816711362475814,"IRGA",NA
8,"compost",2,"A",2025-08-10,6,0.977686522858447,"IRGA",NA
5,"control",2,"A",2025-08-10,6,0.937268652205431,"IRGA",NA
2,"control",2,"B",2025-08-10,6,0.969163589338315,"IRGA",NA
5,"control",2,"B",2025-08-10,6,0.917959186387053,"IRGA",NA
1,"slurry",2,"A",2025-08-10,6,1.13268781091439,"IRGA",NA
2,"control",2,"A",2025-08-10,6,0.888306201329484,"IRGA",NA
14,"compost",2,"B",2025-08-10,6,0.869262298243236,"IRGA",NA
13,"slurry",2,"A",2025-08-10,6,1.46805357571164,"IRGA",NA
9,"compost",2,"B",2025-08-10,6,0.883645120023139,"IRGA",NA
14,"compost",2,"A",2025-08-10,6,0.858344222079177,"IRGA",NA
15,"control",2,"A",2025-08-10,6,1.1918343277953,"IRGA",NA
9,"compost",2,"A",2025-08-10,6,1.00982124742374,"IRGA",NA
7,"control",2,"A",2025-08-10,6,0.772770294747882,"IRGA",NA
7,"control",2,"B",2025-08-10,6,0.976057608737852,"IRGA",NA
10,"control",2,"A",2025-08-10,6,1.44197667260664,"IRGA",NA
6,"slurry",2,"A",2025-08-10,6,0.725832714587625,"IRGA",NA
9,"compost",2,"B",2025-08-10,6,0.304781189078679,"IRGA",NA
1,"slurry",2,"A",2025-08-10,6,1.13340534888694,"IRGA",NA
3,"compost",2,"B",2025-08-10,6,0.569375426527075,"IRGA",NA
1,"slurry",2,"B",2025-08-10,6,0.837096158897105,"IRGA",NA
3,"compost",2,"A",2025-08-10,6,0.825150972458852,"IRGA",NA
14,"compost",2,"B",2025-08-17,13,0.729160039501158,"IRGA",NA
15,"control",2,"B",2025-08-17,13,0.882186805272016,"IRGA",NA
11,"slurry",2,"A",2025-08-17,13,0.827214487365041,"IRGA",NA
13,"slurry",2,"A",2025-08-17,13,1.42806066128297,"IRGA",NA
15,"control",2,"B",2025-08-17,13,0.895332523179098,"IRGA",NA
12,"slurry",2,"B",2025-08-17,13,1.06691550528528,"IRGA",NA
10,"control",2,"B",2025-08-17,13,1.33966220068787,"IRGA",NA
5,"control",2,"B",2025-08-17,13,0.869393963898454,"IRGA",NA
8,"compost",2,"A",2025-08-17,13,0.890882092507727,"IRGA",NA
8,"compost",2,"A",2025-08-17,13,0.857766304115941,"IRGA",NA
5,"control",2,"A",2025-08-17,13,0.896619267407268,"IRGA",NA
2,"control",2,"B",2025-08-17,13,0.888799900635105,"IRGA",NA
5,"control",2,"B",2025-08-17,13,0.886778318905179,"IRGA",NA
1,"slurry",2,"A",2025-08-17,13,0.964930070536503,"IRGA",NA
2,"control",2,"A",2025-08-17,13,0.841795216674965,"IRGA",NA
14,"compost",2,"B",2025-08-17,13,0.855384741707252,"IRGA",NA
13,"slurry",2,"A",2025-08-17,13,1.12570813007593,"IRGA",NA
9,"compost",2,"B",2025-08-17,13,0.912591930072003,"IRGA",NA
14,"compost",2,"A",2025-08-17,13,0.991431103135287,"IRGA",NA
15,"control",2,"A",2025-08-17,13,1.03094327012895,"IRGA",NA
9,"compost",2,"A",2025-08-17,13,0.932743267520241,"IRGA",NA
7,"control",2,"A",2025-08-17,13,0.664079880613853,"IRGA",NA
7,"control",2,"B",2025-08-17,13,0.85231993750506,"IRGA",NA
10,"control",2,"A",2025-08-17,13,1.51559585851504,"IRGA",NA
6,"slurry",2,"A",2025-08-17,13,0.724207628897956,"IRGA",NA
9,"compost",2,"B",2025-08-17,13,0.522837676737837,"IRGA",NA
1,"slurry",2,"A",2025-08-17,13,0.976743351952518,"IRGA",NA
3,"compost",2,"B",2025-08-17,13,0.631737354093765,"IRGA",NA
1,"slurry",2,"B",2025-08-17,13,0.883813482059289,"IRGA",NA
3,"compost",2,"A",2025-08-17,13,0.845772964936944,"IRGA",NA
14,"compost",2,"B",2025-08-25,21,0.505409826276231,"IRGA",NA
15,"control",2,"B",2025-08-25,21,0.904752744648314,"IRGA",NA
13,"slurry",2,"A",2025-08-25,21,1.43710850423416,"IRGA",NA
11,"slurry",2,"A",2025-08-25,21,0.769288234563479,"IRGA",NA
15,"control",2,"B",2025-08-25,21,0.845970113545347,"IRGA",NA
12,"slurry",2,"B",2025-08-25,21,1.19541908039341,"IRGA",NA
10,"control",2,"B",2025-08-25,21,1.68938938741616,"IRGA",NA
5,"control",2,"B",2025-08-25,21,0.694858356542657,"IRGA",NA
8,"compost",2,"A",2025-08-25,21,0.849835138600266,"IRGA",NA
8,"compost",2,"A",2025-08-25,21,0.751385451196552,"IRGA",NA
5,"control",2,"A",2025-08-25,21,0.83366868959527,"IRGA",NA
2,"control",2,"B",2025-08-25,21,0.793310137490511,"IRGA",NA
5,"control",2,"B",2025-08-25,21,0.807395504303153,"IRGA",NA
1,"slurry",2,"A",2025-08-25,21,0.843370477617317,"IRGA",NA
2,"control",2,"A",2025-08-25,21,0.744635382092201,"IRGA",NA
14,"compost",2,"B",2025-08-25,21,0.751491989904564,"IRGA",NA
13,"slurry",2,"A",2025-08-25,21,1.43511719548548,"IRGA",NA
9,"compost",2,"B",2025-08-25,21,0.788879438522588,"IRGA",NA
14,"compost",2,"A",2025-08-25,21,0.835234823695047,"IRGA",NA
15,"control",2,"A",2025-08-25,21,0.946322732301031,"IRGA",NA
9,"compost",2,"A",2025-08-25,21,0.883950094867236,"IRGA",NA
7,"control",2,"A",2025-08-25,21,0.58677061360076,"IRGA",NA
7,"control",2,"B",2025-08-25,21,0.745697686072251,"IRGA",NA
10,"control",2,"A",2025-08-25,21,1.1699735930461,"IRGA",NA
6,"slurry",2,"A",2025-08-25,21,0.701693762639046,"IRGA",NA
9,"compost",2,"B",2025-08-25,21,0.733590789880819,"IRGA",NA
1,"slurry",2,"A",2025-08-25,21,0.720406909906158,"IRGA",NA
3,"compost",2,"B",2025-08-25,21,0.671160298083008,"IRGA",NA
1,"slurry",2,"B",2025-08-25,21,0.908378429911859,"IRGA",NA
3,"compost",2,"A",2025-08-25,21,0.63449033516041,"IRGA",NA
14,"compost",2,"B",2025-09-02,29,0.524501003869419,"IRGA",NA
15,"control",2,"B",2025-09-02,29,0.993709547761437,"IRGA",NA
13,"slurry",2,"A",2025-09-02,29,1.38711865267024,"IRGA",NA
11,"slurry",2,"A",2025-09-02,29,0.814168943903316,"IRGA",NA
15,"control",2,"B",2025-09-02,29,0.817652763145305,"IRGA",NA
12,"slurry",2,"B",2025-09-02,29,1.31737379150099,"IRGA",NA
10,"control",2,"B",2025-09-02,29,1.83638784373067,"IRGA",NA
5,"control",2,"B",2025-09-02,29,0.650447582376324,"IRGA",NA
8,"compost",2,"A",2025-09-02,29,0.86756841905521,"IRGA",NA
8,"compost",2,"A",2025-09-02,29,0.741929647962487,"IRGA",NA
5,"control",2,"A",2025-09-02,29,0.920897497873186,"IRGA",NA
2,"control",2,"B",2025-09-02,29,0.764960345703414,"IRGA",NA
5,"control",2,"B",2025-09-02,29,0.815001578700633,"IRGA",NA
1,"slurry",2,"A",2025-09-02,29,0.806200177452809,"IRGA",NA
2,"control",2,"A",2025-09-02,29,0.667517368244534,"IRGA",NA
14,"compost",2,"B",2025-09-02,29,0.788448474618841,"IRGA",NA
13,"slurry",2,"A",2025-09-02,29,1.36960406397887,"IRGA",NA
9,"compost",2,"B",2025-09-02,29,0.86277370545881,"IRGA",NA
14,"compost",2,"A",2025-09-02,29,0.821839198708686,"IRGA",NA
15,"control",2,"A",2025-09-02,29,0.991347000646534,"IRGA",NA
9,"compost",2,"A",2025-09-02,29,1.01907150404474,"IRGA",NA
7,"control",2,"A",2025-09-02,29,0.550787065075939,"IRGA",NA
7,"control",2,"B",2025-09-02,29,0.666342012897492,"IRGA",NA
10,"control",2,"A",2025-09-02,29,1.04284503924211,"IRGA",NA
6,"slurry",2,"A",2025-09-02,29,0.781456573607519,"IRGA",NA
9,"compost",2,"B",2025-09-02,29,0.705333960232074,"IRGA",NA
1,"slurry",2,"A",2025-09-02,29,0.574403351002338,"IRGA",NA
3,"compost",2,"B",2025-09-02,29,0.857160624710173,"IRGA",NA
1,"slurry",2,"B",2025-09-02,29,0.933148584324121,"IRGA",NA
3,"compost",2,"A",2025-09-02,29,0.545299338675923,"IRGA",NA
1,"slurry",3,"A",2025-11-25,0,0.321605385405514,"IRGA",NA
1,"slurry",3,"B",2025-11-25,0,0.439490628706334,"IRGA",NA
2,"control",3,"A",2025-11-25,0,0.725004416015296,"IRGA",NA
2,"control",3,"B",2025-11-25,0,0.820067952897392,"IRGA",NA
3,"compost",3,"A",2025-11-25,0,0.353320931968912,"IRGA",NA
3,"compost",3,"B",2025-11-25,0,0.490479339698646,"IRGA",NA
4,"compost",3,"A",2025-11-25,0,0.151156809406012,"IRGA",NA
4,"compost",3,"B",2025-11-25,0,0.89163325795411,"IRGA",NA
5,"control",3,"A",2025-11-25,0,0.940825390577573,"IRGA",NA
8,"compost",3,"A",2025-11-25,0,1.06380596833086,"IRGA",NA
6,"slurry",3,"A",2025-11-25,0,0.539886127021958,"IRGA",NA
6,"slurry",3,"B",2025-11-25,0,0.713311532498091,"IRGA",NA
7,"control",3,"A",2025-11-25,0,0.882712799541047,"IRGA",NA
7,"control",3,"B",2025-11-25,0,0.924639286706834,"IRGA",NA
5,"control",3,"B",2025-11-25,0,0.202701282902906,"IRGA",NA
8,"compost",3,"B",2025-11-25,0,0.646229558086166,"IRGA",NA
9,"compost",3,"A",2025-11-25,0,0.410934219373812,"IRGA",NA
9,"compost",3,"B",2025-11-25,0,0.561209711891802,"IRGA",NA
10,"control",3,"A",2025-11-25,0,0.417873062489059,"IRGA",NA
10,"control",3,"B",2025-11-25,0,0.308574784508728,"IRGA",NA
11,"slurry",3,"A",2025-11-25,0,0.267924796699877,"IRGA",NA
11,"slurry",3,"B",2025-11-25,0,0.209875922999471,"IRGA",NA
12,"slurry",3,"A",2025-11-25,0,0.589682233557388,"IRGA",NA
12,"slurry",3,"B",2025-11-25,0,0.563800405727711,"IRGA",NA
13,"slurry",3,"A",2025-11-25,0,0.65449769371357,"IRGA",NA
13,"slurry",3,"B",2025-11-25,0,0.622731803045126,"IRGA",NA
14,"compost",3,"A",2025-11-25,0,0.697237570993727,"IRGA",NA
14,"compost",3,"B",2025-11-25,0,0.60143507774816,"IRGA",NA
15,"control",3,"A",2025-11-25,0,0.368695606214243,"IRGA",NA
15,"control",3,"B",2025-11-25,0,0.437560218740239,"IRGA",NA
1,"slurry",3,"A",2025-11-28,3,0.669019618983696,"IRGA",NA
1,"slurry",3,"B",2025-11-28,3,0.539833509789913,"IRGA",NA
2,"control",3,"A",2025-11-28,3,0.3650212773513,"IRGA",NA
2,"control",3,"B",2025-11-28,3,0.618069162879171,"IRGA",NA
3,"compost",3,"A",2025-11-28,3,0.762279276178974,"IRGA",NA
3,"compost",3,"B",2025-11-28,3,0.400682921639326,"IRGA",NA
4,"compost",3,"A",2025-11-28,3,0.240859353499107,"IRGA",NA
4,"compost",3,"B",2025-11-28,3,0.408348699739563,"IRGA",NA
5,"control",3,"A",2025-11-28,3,0.490451981242123,"IRGA",NA
8,"compost",3,"A",2025-11-28,3,0.78082124661108,"IRGA",NA
6,"slurry",3,"A",2025-11-28,3,0.536780026853589,"IRGA",NA
6,"slurry",3,"B",2025-11-28,3,0.221110013717195,"IRGA",NA
7,"control",3,"A",2025-11-28,3,0.501641519225808,"IRGA",NA
7,"control",3,"B",2025-11-28,3,0.836691461768093,"IRGA",NA
5,"control",3,"B",2025-11-28,3,0.621002205540196,"IRGA",NA
8,"compost",3,"B",2025-11-28,3,0.137663270774424,"IRGA",NA
9,"compost",3,"A",2025-11-28,3,0.208153793472757,"IRGA",NA
9,"compost",3,"B",2025-11-28,3,0.327791933037104,"IRGA",NA
10,"control",3,"A",2025-11-28,3,0.529696601231874,"IRGA",NA
10,"control",3,"B",2025-11-28,3,0.628669990066097,"IRGA",NA
